knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K08566	385.23	full	trim	0.651885	143	104	466	311	2.55	0.590	plasminogen activator [EC:3.4.23.48]
K08568	233.70	domain	all	0.993628	738	708	2336	399	1.86	0.590	cathepsin X [EC:3.4.18.1]
K08569	380.63	domain	all	0.951605	199	193	923	405	1.50	0.590	cathepsin W [EC:3.4.22.-]
K08570	439.90	domain	all	0.856061	14	14	357	320	0.73	0.589	histolysain [EC:3.4.22.35]
K08571	873.83	full	all	0.766667	9	8	524	443	0.67	0.593	cruzipain [EC:3.4.22.51]
K08572	517.80	domain	all	0.933333	9	8	421	333	0.81	0.588	cysteine peptidase C [EC:3.4.22.-]
K08573	1063.00	domain	trim	0.962464	469	452	2267	764	1.08	0.590	calpain-3 [EC:3.4.22.54]
K08574	905.70	full	all	0.752529	931	903	4070	989	3.01	0.590	calpain-5 [EC:3.4.22.-]
K08575	1049.40	full	trim	0.980161	262	230	993	644	0.93	0.589	calpain-6 [EC:3.4.22.-]
K08576	268.63	domain	trim	0.992386	767	728	6193	894	3.41	0.590	calpain-7 [EC:3.4.22.-]
K08577	1154.63	domain	all	0.817825	289	287	2449	830	2.19	0.591	calpain-8 [EC:3.4.22.-]
K08578	1040.20	domain	all	0.689030	675	658	3959	826	3.23	0.590	calpain-9 [EC:3.4.22.-]
K08579	572.13	domain	all	0.994698	382	379	2757	799	1.44	0.590	calpain-10 [EC:3.4.22.-]
K08580	1097.47	domain	all	0.895012	168	164	1918	725	1.06	0.590	calpain-11 [EC:3.4.22.-]
K08581	863.20	full	all	0.931876	258	256	2388	743	1.31	0.590	calpain-13 [EC:3.4.22.-]
K08582	384.17	domain	all	0.977177	723	718	9206	1011	3.40	0.590	calpain-15 [EC:3.4.22.-]
K08583	426.97	domain	all	0.767409	550	498	886	319	2.09	0.590	calpain, small subunit 1
K08584	452.10	full	trim	0.830060	198	176	400	244	0.70	0.589	calpain, small subunit 2
K08585	996.23	domain	all	0.669615	491	490	7051	829	4.06	0.590	calpain, invertebrate [EC:3.4.22.-]
K08586	-	-	-	-	3	2	481	481	0.51	0.590	thiol protease [EC:3.4.22.-]
K08587	719.83	full	all	1.000000	21	17	602	524	0.63	0.590	clostripain [EC:3.4.22.8]
K08588	410.53	full	all	0.995138	652	617	3482	636	1.77	0.591	ubiquitin carboxyl-terminal hydrolase BAP1 [EC:3.4.19.12]
K08589	1267.67	domain	all	0.711111	11	11	2321	1052	1.29	0.589	gingipain R [EC:3.4.22.37]
K08590	-	-	-	-	2	1	294	294	0.39	0.585	2-oxoglutaramate amidase [EC:3.5.1.111]
K08591	68.43	full	all	0.997463	6337	5129	3031	365	9.85	0.590	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
K08592	364.57	full	all	0.618638	1230	1195	8705	579	10.21	0.590	sentrin-specific protease 1 [EC:3.4.22.68]
K08593	477.07	full	all	0.992445	368	337	1976	620	1.43	0.589	sentrin-specific protease 3 [EC:3.4.22.68]
K08594	519.80	full	trim	0.980370	467	438	1820	640	1.72	0.590	sentrin-specific protease 5 [EC:3.4.22.68]
K08595	648.27	full	all	0.951854	470	460	6759	1170	3.80	0.590	sentrin-specific protease 6 [EC:3.4.22.68]
K08596	496.80	full	all	0.746508	1139	1134	10676	814	9.25	0.590	sentrin-specific protease 7 [EC:3.4.22.68]
K08597	105.67	full	all	0.979546	1029	951	3403	449	10.65	0.590	sentrin-specific protease 8 [EC:3.4.22.68]
K08598	106.17	full	all	0.984615	150	96	809	336	3.52	0.590	YopJ protease family
K08599	266.20	full	trim	0.897436	38	17	420	320	0.98	0.591	YopT peptidase [EC:3.4.22.-]
K08600	104.17	full	all	0.996459	703	563	1518	421	8.31	0.590	sortase B [EC:3.4.22.71]
K08601	543.30	full	all	0.972889	1176	1141	6665	1341	4.69	0.590	ubiquitin carboxyl-terminal hydrolase CYLD [EC:3.4.19.12]
K08602	116.97	full	all	0.999379	3760	3224	2306	691	8.33	0.590	oligoendopeptidase F [EC:3.4.24.-]
K08603	-	-	-	-	1	1	532	532	0.39	0.586	thermolysin [EC:3.4.24.27]
K08604	508.43	full	trim	0.824235	374	348	3687	838	4.95	0.590	vibriolysin [EC:3.4.24.25]
K08605	1206.37	full	all	1.000000	7	6	510	509	0.40	0.589	coccolysin [EC:3.4.24.30]
K08606	782.67	domain	all	0.879996	876	868	7168	804	3.82	0.590	meprin B [EC:3.4.24.63]
K08607	829.63	domain	trim	0.978205	339	321	1878	848	1.04	0.589	disintegrin and metalloproteinase domain-containing protein 1 [EC:3.4.24.-]
K08608	1197.57	full	trim	0.972523	622	614	3614	1082	1.43	0.590	disintegrin and metalloproteinase domain-containing protein 19 [EC:3.4.24.-]
K08609	899.30	domain	all	0.479247	605	602	4923	956	1.78	0.591	disintegrin and metalloproteinase domain-containing protein 20 [EC:3.4.24.-]
K08610	1187.60	domain	all	0.865370	186	182	1548	815	1.36	0.590	disintegrin and metalloproteinase domain-containing protein 21 [EC:3.4.24.-]
K08611	1363.47	domain	all	1.000000	13	13	930	740	0.49	0.587	disintegrin and metalloproteinase domain-containing protein 24 [EC:3.4.24.-]
K08612	1203.63	domain	trim	0.286809	45	43	911	728	0.81	0.591	disintegrin and metalloproteinase domain-containing protein 25 [EC:3.4.24.-]
K08613	1444.77	domain	all	0.707143	9	9	725	714	0.47	0.587	disintegrin and metalloproteinase domain-containing protein 26 [EC:3.4.24.-]
K08614	867.80	full	all	0.905330	475	474	4792	868	2.25	0.590	disintegrin and metalloproteinase domain-containing protein 28 [EC:3.4.24.-]
K08615	809.40	domain	all	0.969962	193	191	1455	741	0.94	0.591	disintegrin and metalloproteinase domain-containing protein 30 [EC:3.4.24.-]
K08616	1385.13	full	all	0.920887	152	150	2947	1059	1.61	0.591	disintegrin and metalloproteinase domain-containing protein 33 [EC:3.4.24.-]
K08617	1291.37	domain	all	0.976883	411	396	2155	972	1.37	0.589	a disintegrin and metalloproteinase with thrombospondin motifs 1 [EC:3.4.24.-]
K08618	1700.23	full	all	0.898762	571	571	8069	1242	2.04	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 2 [EC:3.4.24.14]
K08619	1584.03	domain	all	0.834153	467	460	5768	1127	1.95	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 3 [EC:3.4.24.-]
K08620	1046.37	full	trim	0.994832	402	390	2295	926	0.79	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 5 [EC:3.4.24.-]
K08621	1572.90	full	all	0.791646	511	482	4855	1183	2.76	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 6 [EC:3.4.24.-]
K08622	2180.57	full	all	0.910108	390	389	7926	1748	1.66	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 7 [EC:3.4.24.-]
K08623	1362.07	domain	all	0.962773	436	432	2342	1016	1.11	0.591	a disintegrin and metalloproteinase with thrombospondin motifs 8 [EC:3.4.24.-]
K08624	2663.57	full	all	0.810746	502	501	7603	1993	1.86	0.589	a disintegrin and metalloproteinase with thrombospondin motifs 9 [EC:3.4.24.-]
K08625	1968.57	full	trim	0.954053	379	370	2900	1209	1.16	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 10 [EC:3.4.24.-]
K08626	1994.73	domain	all	0.904352	412	412	4698	1649	1.83	0.591	a disintegrin and metalloproteinase with thrombospondin motifs 12 [EC:3.4.24.-]
K08627	1347.70	full	trim	0.979105	391	390	5335	1540	1.83	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 13 [EC:3.4.24.87]
K08628	1721.37	full	all	0.882956	423	421	4707	1166	1.77	0.589	a disintegrin and metalloproteinase with thrombospondin motifs 14 [EC:3.4.24.-]
K08629	1297.53	domain	all	0.963529	507	497	2357	1092	1.55	0.589	a disintegrin and metalloproteinase with thrombospondin motifs 15 [EC:3.4.24.-]
K08630	1840.50	full	all	0.929074	310	310	4695	1334	1.92	0.589	a disintegrin and metalloproteinase with thrombospondin motifs 16 [EC:3.4.24.-]
K08631	1818.40	full	all	0.911641	400	394	4328	2077	1.94	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 17 [EC:3.4.24.-]
K08632	1844.43	full	all	0.873331	453	449	5390	1307	2.46	0.590	a disintegrin and metalloproteinase with thrombospondin motifs 18 [EC:3.4.24.-]
K08633	1693.20	full	all	0.961769	273	270	2306	1163	0.80	0.592	a disintegrin and metalloproteinase with thrombospondin motifs 19 [EC:3.4.24.-]
K08634	582.47	domain	all	0.957208	147	141	920	471	1.06	0.591	ADAM-like, decysin 1 [EC:3.4.24.-]
K08635	954.03	full	all	0.513009	2401	2365	16989	910	9.91	0.590	neprilysin [EC:3.4.24.11]
K08636	816.73	domain	trim	0.913118	429	407	2076	782	6.41	0.590	phosphate-regulating neutral endopeptidase [EC:3.4.24.-]
K08637	618.90	domain	trim	0.581431	290	279	1978	511	2.63	0.590	carboxypeptidase A4 [EC:3.4.17.-]
K08638	1202.90	domain	all	0.948578	440	430	2789	807	0.92	0.590	carboxypeptidase X1 [EC:3.4.17.-]
K08639	1196.50	domain	all	0.952746	398	389	2288	811	1.13	0.589	carboxypeptidase X2
K08640	65.67	domain	all	0.936479	426	407	824	266	9.60	0.590	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]
K08641	54.33	full	all	0.994020	2445	2166	2262	325	7.27	0.590	zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
K08642	176.40	full	trim	0.924464	206	157	1237	523	4.15	0.590	LasA protease [EC:3.4.24.-]
K08643	1475.63	full	all	0.979146	64	49	3300	1939	1.28	0.590	zinc metalloprotease ZmpB [EC:3.4.24.-]
K08644	-	-	-	-	2	2	1315	1315	0.39	0.592	tentoxilysin [EC:3.4.24.68]
K08645	1189.73	full	all	1.000000	12	6	839	809	0.61	0.591	anthrax lethal toxin endopeptidase [EC:3.4.24.83]
K08646	207.43	full	trim	0.883841	285	258	1200	400	6.03	0.590	peptidyl-Lys metalloendopeptidase [EC:3.4.24.20]
K08647	2186.70	full	all	0.967856	389	387	3225	1723	0.82	0.590	pappalysin-2 [EC:3.4.24.-]
K08648	587.83	domain	all	0.967215	500	489	4476	859	2.50	0.590	hyaluronan binding protein 2 [EC:3.4.21.-]
K08649	288.53	domain	all	0.913327	167	162	1319	337	3.48	0.590	granzyme M [EC:3.4.21.-]
K08650	373.20	domain	all	0.826389	180	160	868	315	2.74	0.589	kallikrein 8 [EC:3.4.21.118]
K08651	434.37	domain	all	0.499642	431	403	4484	545	7.51	0.590	thermitase [EC:3.4.21.66]
K08652	1105.80	full	trim	0.910714	62	47	2038	1146	1.84	0.590	C5a peptidase [EC:3.4.21.110]
K08653	660.13	full	all	0.998185	855	829	5607	1148	2.01	0.590	membrane-bound transcription factor site-1 protease [EC:3.4.21.112]
K08654	768.00	full	all	0.735829	907	898	16829	1538	6.31	0.590	proprotein convertase subtilisin/kexin type 5 [EC:3.4.21.-]
K08655	1415.90	full	all	0.974893	278	246	1579	882	1.06	0.590	dipeptidyl-peptidase 8 [EC:3.4.14.5]
K08656	1272.00	full	all	0.863640	717	687	4709	984	1.86	0.590	dipeptidyl-peptidase 9 [EC:3.4.14.5]
K08657	248.67	full	all	0.972238	940	858	3654	463	3.66	0.590	taspase, threonine aspartase, 1 [EC:3.4.25.-]
K08658	88.97	full	all	0.986500	1018	952	3019	479	6.74	0.590	intramembrane prenyl-peptidase [EC:3.4.26.1]
K08659	165.47	domain	all	0.996832	1292	1101	2394	617	5.51	0.590	dipeptidase [EC:3.4.-.-]
K08660	770.90	full	trim	0.899164	805	764	1826	602	2.84	0.590	cytosolic nonspecific dipeptidase [EC:3.4.13.18]
K08661	516.63	domain	all	0.888889	3	3	246	246	0.41	0.589	mast cell peptidase 1 [EC:3.4.21.-]
K08662	411.80	domain	all	0.611111	4	4	285	247	0.68	0.590	mast cell peptidase 2 [EC:3.4.21.-]
K08663	359.73	domain	trim	0.731039	272	260	1535	348	2.17	0.591	granzyme K [EC:3.4.21.-]
K08664	369.87	domain	all	0.173728	656	639	5690	452	7.60	0.590	prostasin [EC:3.4.21.-]
K08665	437.77	domain	all	0.953093	360	335	2456	563	2.55	0.590	hepsin [EC:3.4.21.106]
K08666	370.73	domain	trim	0.950631	123	116	702	412	1.46	0.591	kallikrein 4 [EC:3.4.21.-]
K08667	358.87	domain	trim	0.883074	158	135	681	346	3.87	0.590	kallikrein 6 [EC:3.4.21.-]
K08668	326.93	domain	all	0.893186	200	184	1020	387	3.83	0.590	kallikrein 7 [EC:3.4.21.117]
K08669	513.50	domain	all	0.789104	795	761	2355	503	2.56	0.590	HtrA serine peptidase 2 [EC:3.4.21.108]
K08670	523.27	domain	trim	0.948399	701	695	4575	913	4.40	0.590	suppressor of tumorigenicity protein 14 [EC:3.4.21.109]
K08671	1152.67	full	all	0.911244	270	269	3075	819	1.52	0.589	proprotein convertase subtilisin/kexin type 4 [EC:3.4.21.-]
K08672	1447.20	domain	all	0.909013	371	366	4932	980	1.72	0.590	proprotein convertase subtilisin/kexin type 6 [EC:3.4.21.-]
K08673	787.40	full	all	0.984109	447	443	3619	914	1.48	0.590	proprotein convertase subtilisin/kexin type 7 [EC:3.4.21.-]
K08674	1167.47	full	all	0.963228	274	258	1308	760	1.04	0.590	fibroblast activation protein, alpha [EC:3.4.21.-]
K08675	1186.97	full	all	0.968900	1024	1006	5259	1828	2.53	0.590	ATP-dependent Lon protease [EC:3.4.21.53]
K08676	515.53	full	all	1.000000	1301	1255	4545	1128	4.21	0.590	tricorn protease [EC:3.4.21.-]
K08677	368.83	domain	all	0.938133	509	451	2826	630	4.82	0.590	kumamolisin [EC:3.4.21.123]
K08678	512.03	full	all	0.871013	3650	3229	4450	476	4.61	0.590	UDP-glucuronate decarboxylase [EC:4.1.1.35]
K08679	366.77	full	all	0.970386	4445	4149	3318	503	6.20	0.590	UDP-glucuronate 4-epimerase [EC:5.1.3.6]
K08680	240.87	domain	all	0.948156	1642	1324	956	311	5.86	0.590	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]
K08681	78.30	full	all	0.997830	3237	2762	1902	283	3.55	0.590	pyridoxal 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
K08682	100.93	full	all	0.998970	1755	1459	770	279	5.43	0.590	acyl carrier protein phosphodiesterase [EC:3.1.4.14]
K08683	230.37	domain	all	0.971331	784	720	1035	317	2.74	0.590	3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
K08685	279.50	full	all	1.000000	179	174	859	540	2.21	0.590	quinohemoprotein amine dehydrogenase [EC:1.4.9.1]
K08686	-	-	-	-	1	1	465	465	0.38	0.594	2-halobenzoate 1,2-dioxygenase large subunit [EC:1.14.12.13]
K08687	388.97	full	all	0.184461	9	9	271	234	0.63	0.588	N-carbamoylsarcosine amidase [EC:3.5.1.59]
K08688	649.97	full	all	0.972794	331	311	655	405	1.09	0.588	creatinase [EC:3.5.3.3]
K08689	880.67	full	all	0.766667	20	16	476	461	0.55	0.588	biphenyl 2,3-dioxygenase subunit alpha [EC:1.14.12.18]
K08690	397.63	full	all	0.602811	53	47	347	276	1.24	0.589	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56]
K08691	391.33	domain	all	0.964791	567	532	521	324	1.35	0.590	malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
K08692	467.70	full	all	0.992908	158	141	406	299	0.63	0.588	malate-CoA ligase subunit alpha [EC:6.2.1.9]
K08693	737.73	full	all	0.808372	268	243	6916	1531	6.62	0.590	2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase / 5'-nucleotidase [EC:3.1.4.16 3.1.3.6 3.1.3.5]
K08694	59.97	full	all	0.999027	1078	1026	4182	461	7.94	0.590	speedy
K08695	461.23	full	all	0.949494	317	293	2309	787	1.89	0.590	anthocyanidin reductase [EC:1.3.1.77]
K08696	122.73	domain	all	0.992247	300	196	149	103	0.81	0.589	carbon dioxide concentrating mechanism protein CcmK
K08697	128.57	full	all	0.981481	132	111	119	99	1.20	0.589	carbon dioxide concentrating mechanism protein CcmL
K08698	434.60	full	all	1.000000	133	122	1441	655	1.04	0.591	carbon dioxide concentrating mechanism protein CcmM
K08699	164.03	full	all	1.000000	126	116	585	227	1.94	0.590	carbon dioxide concentrating mechanism protein CcmN
K08700	352.63	full	all	1.000000	124	109	524	265	0.78	0.590	carbon dioxide concentrating mechanism protein CcmO
K08701	590.23	full	all	0.792363	196	192	5259	824	3.24	0.590	nuclear receptor subfamily 1 group D member 3
K08702	747.90	domain	all	0.852431	182	132	789	403	0.88	0.590	nuclear receptor subfamily 2 group F member 5
K08703	562.90	domain	all	0.973289	196	189	2560	536	1.47	0.590	estrogen-related receptor ERR
K08704	661.10	domain	trim	0.748985	195	187	2144	510	2.41	0.590	hepatocyte nuclear factor 4
K08705	645.80	domain	all	0.862009	368	363	4748	655	2.26	0.590	nuclear receptor subfamily 5 group A member 3
K08706	149.40	domain	all	0.981196	462	452	3418	428	3.23	0.590	nuclear receptor subfamily 0 group A
K08707	223.70	full	all	0.986604	460	411	2131	405	3.08	0.590	deoxynucleotidyltransferase terminal-interacting protein 1
K08709	279.60	domain	all	0.745602	121	121	926	340	1.81	0.590	nuclear receptor, other families, insect
K08710	619.20	full	all	0.888889	5	3	415	403	0.55	0.588	N-isopropylammelide isopropylaminohydrolase [EC:3.5.4.42]
K08711	1155.03	full	trim	0.959713	3925	3834	17291	1580	2.56	0.590	ATP-binding cassette, subfamily G (WHITE), member 2, PDR
K08712	1930.00	domain	all	0.784215	121	121	2206	1459	1.57	0.590	ATP-binding cassette, subfamily G (WHITE), member 2, SNQ2
K08713	74.33	domain	all	0.985655	234	178	278	141	2.48	0.590	potassium channel LctB
K08714	244.03	domain	all	0.988379	822	785	1331	337	3.21	0.590	voltage-gated sodium channel
K08715	233.23	domain	all	1.000000	457	406	799	359	2.69	0.590	inward rectifier potassium channel
K08716	240.10	full	all	0.980454	871	850	5313	577	3.34	0.590	solute carrier family 14 (urea transporter)
K08717	256.87	domain	trim	0.839173	844	706	1125	401	6.26	0.590	urea transporter
K08718	1719.27	domain	all	0.968204	273	260	1383	857	0.52	0.589	rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha [EC:3.1.4.35]
K08719	590.20	full	all	0.941176	122	28	463	340	1.05	0.590	outer membrane protein B
K08720	171.30	full	all	0.797087	455	390	1406	352	8.60	0.590	outer membrane protein OmpU
K08721	627.67	full	all	0.988091	105	86	602	472	0.91	0.590	outer membrane protein, multidrug efflux system
K08722	146.10	full	all	1.000000	1035	672	479	201	1.30	0.590	5'-deoxynucleotidase [EC:3.1.3.89]
K08723	227.37	full	all	0.854295	875	601	842	270	6.81	0.590	pyrimidine 5'-nucleotidase [EC:3.1.3.-]
K08724	846.83	full	all	0.848402	715	610	1418	718	2.26	0.589	penicillin-binding protein 2B
K08725	105.80	full	trim	0.996997	351	334	606	200	3.22	0.590	agouti signaling protein
K08726	367.23	full	trim	0.728453	646	638	3286	615	5.95	0.590	soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]
K08727	859.60	full	all	0.983204	430	424	2289	1064	3.29	0.590	nucleotide-binding oligomerization domain-containing protein 1
K08728	158.87	full	all	1.000000	86	73	207	160	1.14	0.591	nucleoside deoxyribosyltransferase [EC:2.4.2.6]
K08729	436.33	full	all	0.994982	779	701	2077	516	1.28	0.589	phosphatidylserine synthase 1 [EC:2.7.8.-]
K08730	436.90	full	all	0.964749	820	779	3168	596	3.09	0.590	phosphatidylserine synthase 2 [EC:2.7.8.29]
K08731	111.97	domain	all	0.965473	863	789	1146	215	4.99	0.590	baculoviral IAP repeat-containing protein 5
K08732	938.10	full	all	0.830614	653	637	5703	916	3.64	0.590	ral guanine nucleotide dissociation stimulator
K08733	875.40	full	trim	0.944355	462	417	2313	850	2.28	0.590	DCC-interacting protein 13 alpha
K08734	388.43	full	all	0.995682	1068	1048	5850	738	2.28	0.590	DNA mismatch repair protein MLH1
K08735	641.33	full	all	0.986920	1074	1045	5811	1449	4.28	0.590	DNA mismatch repair protein MSH2
K08736	730.63	full	all	0.984456	788	779	6318	1228	2.43	0.590	DNA mismatch repair protein MSH3
K08737	794.30	full	all	0.991562	1215	1191	9311	1610	3.84	0.590	DNA mismatch repair protein MSH6
K08738	37.20	domain	all	0.814663	8039	6917	13361	437	28.47	0.590	cytochrome c
K08739	374.67	full	all	0.971148	753	744	7373	1076	6.84	0.590	DNA mismatch repair protein MLH3
K08740	535.07	full	all	0.981218	907	892	8929	987	4.51	0.590	DNA mismatch repair protein MSH4
K08741	469.47	full	all	0.984917	881	871	8975	955	4.35	0.590	DNA mismatch repair protein MSH5
K08742	565.57	full	all	0.897811	407	311	2772	391	3.67	0.590	E3 ubiquitin-protein ligase SIAH2 [EC:2.3.2.27]
K08743	463.40	domain	all	0.917682	542	532	2016	514	3.29	0.590	ectonucleotide pyrophosphatase/phosphodiesterase family member 6 [EC:3.1.4.-]
K08744	160.83	full	all	0.669121	4429	3866	3325	269	9.14	0.590	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K08745	742.23	full	all	0.979317	1499	1452	4425	724	1.96	0.590	solute carrier family 27 (fatty acid transporter), member 1/4 [EC:6.2.1.-]
K08746	960.10	full	all	0.866033	848	835	2530	859	2.41	0.590	solute carrier family 27 (fatty acid transporter), member 2 [EC:6.2.1.- 6.2.1.3]
